Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,TOTAL,Código de entidad,Código de sector,Tipo de gasto,Entidad,Sector,Cuenta,Subcuenta,Objeto,Ordinal
3699,1300,15,53105b,99454772878.0,3602,36,Inversión,Servicio nacional de aprendizaje (sena),Trabajo,Fortalecimiento de la gestión y dirección del sector trabajo,Intersubsectorial trabajo y bienestar social,Fortalecimiento de la infraestructura fisica del sena a nivel nacional,5 convergencia regional entidades públicas territoriales y nacionales fortalecidas
3699,1300,1,53105b,256805856.0,3612,36,Inversión,Unidad administrativa especial de organizaciones solidarias,Trabajo,Fortalecimiento de la gestión y dirección del sector trabajo,Intersubsectorial trabajo y bienestar social,,5 convergencia regional/ entidades públicas territoriales y nacionales fortalecidas
3699,1300,5,53105b,306177671.0,3612,36,Inversión,Unidad administrativa especial de organizaciones solidarias,Trabajo,Fortalecimiento de la gestión y dirección del sector trabajo,Intersubsectorial trabajo y bienestar social,Implementación de un sistema integral de gestion documental para la unidad administrativa especial de organizaciones solidarias a nivel nacional,5 convergencia regional/b entidades públicas territoriales y nacionales fortalecidas
3,4,2,12,30000000.0,3613,36,Funcionamiento,Unidad administrativa especial del servicio público de empleo,Trabajo,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones)
3602,1300,6,20306b,49057333.0,3613,36,Inversión,Unidad administrativa especial del servicio público de empleo,Trabajo,Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Consolidación del modelo de inclusión laboral para el acceso al mercado laboral formal de las poblaciones de difícil colocación. nacional,2 seguridad humana y justicia social b generación y protección de empleos formales
3602,1300,7,600015,133953488.0,3613,36,Inversión,Unidad administrativa especial del servicio público de empleo,Trabajo,Generación y formalización del empleo,Intersubsectorial trabajo y bienestar social,Fortalecimiento de la red de prestadores del spe para la mitigación mitigación de barreras y el acceso al mercado laboral formal de víctimas del conflicto armado nacional,"6. paz total e integral 5 acuerdo sobre las víctimas del conflicto: ""sistema integral de verdad. justicia reparación y no repetición"""
3699,1300,2,20306b,24496609.0,3613,36,Inversión,Unidad administrativa especial del servicio público de empleo,Trabajo,Fortalecimiento de la gestión y dirección del sector trabajo,Intersubsectorial trabajo y bienestar social,Mejoramiento de la capacidad tecnológica y operativa del servicio público de empleo a nivel nacional,2. seguridad humana y justicia social/ b generación y protección de empleos formales
3,3,1,33,2000000000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo nacional para la lucha contra la trata de personas ley 985 de 2005 y decreto 4319 de 2006
3,3,1,35,878305379.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fortalecimiento a la gestión territorial y buen gobierno local
3,3,1,39,241900000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Implementacion ley 985 de 2005 sobre trata de personas
3,3,1,65,422448392.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Apoyo a las disposiciones para garantizar el pleno ejercicio de los derechos de las personas con discapacidad ley 1618 de 2013
3,3,1,999,3500000000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn
3,3,2,14,7011100000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A entidades territoriales distintas al sistema general de participaciones,Pueblo nukak maku (artículo 35 decreto 1953 de 2014)
3,3,4,35,2678305379.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo para la participación ciudadana y el fortalecimiento de la democracia articulo 96 ley 1757 de 2015
3,4,1,12,200000000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones de asistencia social atención integral a la población,Desplazada en cumplimiento de la sentencia t-025 de 2004 (no de pensiones)
3,10,,,2500000000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,Sentencias y conciliaciones,,
3,11,8,1,200000000.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A empresas diferentes de subvenciones,Otras actividades de servicios fortalecimiento organizacional de las entidades religiosas y las,Organizaciones basadas en la fe como actores sociales trascendentes en el marco de la ley 133 de 1994
3,3,1,34,13417479388.0,3701,37,Funcionamiento,Ministerio del interior,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fortalecimiento a la consulta previa convenio 169 oit ley 21 de 1991. ley 70 de 1993
3701,1000,30,20106a,4074556824.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de la politica publica de prevencion de violaciones a los derechos a la vida integridad. libertad y seguridad de personas grupos y comunidades en colombia nacional,2. seguridad humana y justicia social a prevención y protección para poblaciones vulnerables desde un enfoque diferencial. colectivo e individual
3701,1000,33,705050,3100000000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de las acciones para garantizar el goce efectivo de los derechos de los pueblos y las comunidades afrocolombianas. negras palenqueras y raizales en el territorio nacional,7. actores diferenciales para el cambio 5 convergencia regional para el bienestar y buen vivir
3701,1000,35,705050,14988900000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de los sistemas de gobierno propio y en los procesos organizativos de los pueblos y comunidades indigenas a nivel nacional,7 actores diferenciales para el cambio 5. convergencia regional para el bienestar y buen vivir
3701,1000,38,702030,744544147.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de la gestión territorial para la garantia promoción y goce de los derechos humanos nacional,7. actores diferenciales para el cambio /3. fortalecimiento de la institucionalidad
3701,1000,39,702030,673539712.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de las garantias para el ejercicio del liderazgo social y defensa de los derechos humanos en el territorio nacional,7 actores diferenciales para el cambio /3 fortalecimiento de la institucionalidad
3701,1000,40,53107a,17000000000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento del dialogo social nacional y regional mediante el desarrollo de acciones tendientes a atender las problemáticas sociales en los territorios nacional,5 convergencia regional a diálogo memoria convivencia y reconciliación para la reconstrucción del tejido social
3701,1000,41,53106b,1745016287.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de la garantía de los derechos humanos en el marco de las manifestaciones públicas y la protesta social pacífica a nivel nacional,5. convergencia regional/ b. efectividad de los dispositivos de participación ciudadana política y electoral
3701,1000,42,20113a,206500000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento institucional a los procesos organizativos de concertación: garantía prevención y respeto de los derechos humanos como fundamentos para la paz,Intersubsectorial gobierno,Fortalecimiento de la gestión de los cementerios como restitución de derechos de víctimas de desaparición nacional humana justicia,2 seguridad humana y justicia social/ a fortalecimiento de la búsqueda de personas dadas por desaparecidas
3702,1000,14,701020,1238843030.0,3701,37,Inversión,Ministerio del interior,Interior,"Fortalecimiento a la gobernabilidad territorial para la seguridad, convivencia ciudadana. paz y post-conflicto",Intersubsectorial gobierno,Mejoramiento de las capacidades de las entidades territoriales para transversalizar el enfoque de género en la gestión de la convivencia y la seguridad humana nacional,7 actores diferenciales para el cambio / mujeres en el centro de la política de la vida y la paz
3702,1000,15,600014,400000000.0,3701,37,Inversión,Ministerio del interior,Interior,"Fortalecimiento a la gobernabilidad territorial para la seguridad, convivencia ciudadana. paz y post-conflicto",Intersubsectorial gobierno,Mejoramiento de la efectividad de los programas e iniciativas de construcción de paz lideradas por el ministerio del interior a nivel nacional,6 paz total e integral 4 solucion al problema de las drogas ilícitas
3702,1000,16,20105a,1400000000.0,3701,37,Inversión,Ministerio del interior,Interior,"Fortalecimiento a la gobernabilidad territorial para la seguridad, convivencia ciudadana. paz y post-conflicto",Intersubsectorial gobierno,Fortalecimiento de la capacidad de articulación territorial para la incorporación de estrategias de convivencia y seguridad ciudadana integral corresponsable contextualizada y preventiva a nivel nacional,2 seguridad humana y justicia social a nuevo modelo nacion. territorio para la convivencia y la seguridad ciudadana
3702,1000,18,10204a,958100000.0,3701,37,Inversión,Ministerio del interior,Interior,"Fortalecimiento a la gobernabilidad territorial para la seguridad, convivencia ciudadana. paz y post-conflicto",Intersubsectorial gobierno,Fortalecimiento de la articulación. coordinación y participación de las entidades territoriales. corporaciones públicas y lideres locales en los procesos de ordenamiento territorial alrededor del agua y descentralización nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental a empoderamiento de los gobiernos locales y sus comunidades
3704,1000,6,53106a,2399246229.0,3701,37,Inversión,Ministerio del interior,Interior,Participación ciudadana política y diversidad de creencias,Intersubsectorial gobierno,Fortalecimiento de las capacidades de los organismos de accion comunal para el desarrollo de sus propositos y atencion de sus necesidades en el marco de la ley 2166 de 2021 a partir del ejercicio de la democracia participativa nacional,5. convergencia regional a condiciones y capacidades institucionales organizativas e individuales para la participación ciudadana
3799,1000,12,53105b,500000000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,"Implementación de un sistema integral de gestión de documentos y administracion de archivos, en el ministerio del interior nacional",5. convergencia regional b entidades públicas territoriales y nacionales fortalecidas
3799,1000,16,53105b,100000000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,Fortalecimiento del sistema integrado de gestión del ministerio del interior en el territorio nacional,5 convergencia regional b entidades públicas territoriales y nacionales fortalecidas
3799,1000,17,20104a,627456800.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,Fortalecimiento de las soluciones de tecnologias de la información que permitan soportar los planes. programas y proyectos del ministerio del interior dentro de la entidad y de cara al ciudadano a nivel nacional,2. seguridad humana y justicia social/ a. implementacion del programa de datos básicos
3799,1000,17,20108b,4066400.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,Fortalecimiento de las soluciones de tecnologias de la información que permitan soportar los planes. programas y proyectos del ministerio del interior dentro de la entidad y de cara al ciudadano a nivel nacional,2. seguridad humana y justicia social/ b. protección de las personas. de las infraestructuras digitales. fortalecimiento de las entidades del estado y garantía en la prestación de sus servicios en el entorno digital
3799,1000,17,53105d,568476800.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,Fortalecimiento de las soluciones de tecnologias de la información que permitan soportar los planes. programas y proyectos del ministerio del interior dentro de la entidad y de cara al ciudadano a nivel nacional,5 convergencia regional d. gobierno digital para la gente
3799,1000,18,53105b,100000000.0,3701,37,Inversión,Ministerio del interior,Interior,Fortalecimiento de la gestión y dirección del sector interior,Intersubsectorial gobierno,Fortalecimiento de las relaciones entre el gobierno nacional y el congreso de la republica en los procesos técnicos y administrativos a nivel nacional,5. convergencia regional/ entidades publicas territoriales y nacionales fortalecidas
3,3,1,999,50000000.0,3703,37,Funcionamiento,Dirección nacional del derecho de autor,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn
3706,1000,3,20309c,46537223.0,3703,37,Inversión,Dirección nacional del derecho de autor,Interior,Protección. promoción y difusión del derecho de autor y los derechos conexos,Intersubsectorial gobierno,Fortalecimiento y divulgación de las herramientas que favorecen el funcionamiento del sistema de derecho de autor y conexos nacional,2 seguridad humana y justicia social c apoyo a derechos de autor y conexos
3707,1000,4,40404e,845175908.0,3704,37,Inversión,Corporación nacional para la reconstrucción de la cuenca del río páez y zonas aledañas nasa ki we,Interior,Gestión del riesgo de desastres naturales y antrópicos en la zona de influencia del volcán nevado del huila,Intersubsectorial gobierno,Consolidación de las acciones para la gestion social del riesgo por flujo de lodo (avalancha) en los departamentos del cauca huila,4 transformación productiva internacionalización y acción clímatica e reduccion de la vulnerabilidad fiscal y financiera ante riesgos climáticos y desastres
3,3,1,999,31000000000.0,3708,37,Funcionamiento,Unidad nacional de protección - unp,Interior,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn
2,,,,388011200.0,3709,37,Funcionamiento,Dirección nacional de bomberos,Interior,Adquisición de bienes y servicios,,,
8,1,,,10000000.0,3709,37,Funcionamiento,Dirección nacional de bomberos,Interior,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,
3902,1000,6,40402d,18685100531.0,3901,39,Inversión,"Ministerio de ciencia, tecnología e innovación","Ciencia, tecnología e innovación",Fortalecimiento de la gobernanza e institucionalidad multinivel del sector de ctei,Intersubsectorial gobierno,Capacitación de recursos humanos para la investigación nacional,4. transformación productiva. internacionalización y accion clímatica d. desarrollo científico y fortalecimiento del talento en tecnologías convergentes
2,,,,300000000.0,4001,40,Funcionamiento,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Adquisición de bienes y servicios,,,
8,1,,,302000000.0,4001,40,Funcionamiento,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio","Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,
4001,1400,4,10306a,26808000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Asesoria en los procesos de cesión a título gratuito de los bienes inmuebles fiscales urbanos a nivel nacional,I ordenamiento del territorio alrededor del agua y justicia ambiental a acceso y formalización de la propiedad
4001,1400,5,51303b,1901306582.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda nacional,5 convergencia regional b política integral de hábitat
4001,1400,6,10306a,4591000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la construccion de equipamientos en los programas de vivienda de interes prioritario y social nacional,I ordenamiento del territorio alrededor del agua y justicia ambiental a acceso y formalización de la propiedad
4001,1400,8,51303b,49000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la formulación e implementación de la política de vivienda rural nacional,5. convergencia regional/ b. política integral de habitat
4002,1400,2,10303a,8702820224.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Ordenamiento territorial y desarrollo urbano,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento en la implementación de lineamientos normativos y de política pública en materia de desarrollo urbano y territorial a nivel nacional,I ordenamiento del territorio alrededor del agua y justicia ambiental/a armonización y racionalización de los instrumentos de ordenamiento y planificación territorial
4003,1400,7,202020,4847000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Desarrollo y mejoramiento del sector de agua potable y saneamiento básico a nivel nacional,2. seguridad humana y justicia social/2 mínimo vital de agua
4003,1400,9,51302h,314000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de la actividad de monitoreo a los recursos del sgp-apsb y la asistencia técnica de las entidades territoriales a nivel nacional,5 convergencia regional/ h. acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4003,1400,11,51302h,254076147000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para facilitar el acceso a los servicios de agua potable y manejo de aguas residuales a nivel nacional 5 convergencia regional,Acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4003,1400,12,51302h,32000000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Apoyo financiero para la implementación del plan maestro de alcantarillado del municipio de mocoa,5. convergencia regional acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4003,1400,14,51302h,12955000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Saneamiento de vertimientos en cuencas priorizadas del territorio nacional,5. convergencia regional h acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4003,1400,18,51302h,35000000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la gestión comunitaria e implementación esquemas diferenciales y medios alternos en acceso a agua y saneamiento básico a nivel nacional nacional,5. convergencia regional acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4003,1400,19,51302h,9342586850.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio",Acceso de la población a los servicios de agua potable y saneamiento básico,Intersubsectorial vivienda y desarrollo territorial,Mejoramiento de los sistemas de acueducto y alcantarillado en el distrito industrial portuario. biodiverso y ecoturístico de buenaventura,5. convergencia regional/h acceso a servicios públicos a partir de las capacidades y necesidades de los territorios
4099,1400,7,53105b,5099000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio","Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de las tecnologías de la información y las comunicaciones en el ministerio de vivienda. ciudad y territorio a nivel nacional,5 convergencia regional b entidades públicas territoriales y nacionales fortalecidas
4099,1400,8,53105b,3300000000.0,4001,40,Inversión,"Ministerio de vivienda, ciudad y territorio","Vivienda, ciudad y territorio","Fortalecimiento de la gestión y dirección del sector vivienda, ciudad y territorio",Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento de las capacidades estratégicas y de apoyo del ministerio de vivienda. ciudad y territorio a nivel nacional,5 convergencia regional/ entidades públicas territoriales y nacionales fortalecidas
4001,1400,5,51103d,214272462500.0,4002,40,Inversión,Fondo nacional de vivienda - fonvivienda,"Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Subsidio familiar de vivienda nacional,"5 convergencia regional mecanismos diversos de acceso a la vivienda (vivienda nueva y usada, arrendamiento social y autogestion)"
4001,1400,6,51303c,4744537500.0,4002,40,Inversión,Fondo nacional de vivienda - fonvivienda,"Vivienda, ciudad y territorio",Acceso a soluciones de vivienda,Intersubsectorial vivienda y desarrollo territorial,Fortalecimiento a la construccion de equipamientos en los programas de vivienda de interes prioritario y social nacional,5. convergencia regional c programa barrios de paz
4103,1500,31,706010,379739499200.0,4101,41,Inversión,Departamento administrativo para la prosperidad social,Inclusión social y reconciliación,Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementacion del programa jovenes en paz a nivel nacional,7. actores diferenciales para el cambio oportunidades para que las juventudes construyan sus proyectos de vida
4103,1500,32,20101a,223120365277.0,4101,41,Inversión,Departamento administrativo para la prosperidad social,Inclusión social y reconciliación,Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación de transeerencias monetarias para población en situación de pobreza o vulnerabilidad a nivel nacional,2 seguridad humana y justicia social a sistema de transferencias y programa renta ciudadana
4103,1500,33,53105b,6140135523.0,4101,41,Inversión,Departamento administrativo para la prosperidad social,Inclusión social y reconciliación,Inclusión social y productiva para la población en situación de vulnerabilidad,Intersubsectorial desarrollo social,Implementación servicio de orientación y comunicacion de los programas misionales de prosperidad social para el fortalecimiento de la relación estado ciudadano nacional,5. convergencia regional/b entidades públicas territoriales y nacionales fortalecidas
3,3,1,999,958000000.0,4105,41,Funcionamiento,Centro de memoria histórica,Inclusión social y reconciliación,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn
4101,1500,15,53107a,218533318.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,"Atención, asistencia y reparación integral a las víctimas",Intersubsectorial desarrollo social,Divulgacion de acciones de memoria historica a nivel nacional nacional,5. convergencia regional/ a diálogo memoria convivencia y reconciliación para la reconstruccion del tejido social
4101,1500,16,53107a,221784077.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,"Atención, asistencia y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de las acciones de memoria historica a nivel nacional,5. convergencia regional/ a dialogo memoria convivencia y reconciliacion para la reconstrucción del tejido social
4101,1500,17,53107a,458693313.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,"Atención, asistencia y reparación integral a las víctimas",Intersubsectorial desarrollo social,Fortalecimiento de procesos de memoria historica a nivel nacional,5 convergencia regional/a diálogo memoria convivencia y reconciliación para la reconstruccion del tejido social
4101,1500,18,53107a,377065404.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,"Atención, asistencia y reparación integral a las víctimas",Intersubsectorial desarrollo social,Implementacion de acciones del museo de memoria a nivel nacional,5. convergencia regional a dialogo memoria convivencia y reconciliación para la reconstruccion del tejido social
4101,1500,19,53107a,375466881.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,"Atención, asistencia y reparación integral a las víctimas",Intersubsectorial desarrollo social,Consolidacion del archivo de los derechos humanos. memoria historica y conflicto armado y colecciones de derechos humanos y derecho internacional humanitario nacional,5. convergencia regional/ diálogo. memoria convivencia y reconciliación para la reconstruccion del tejido social
4199,1500,2,53105b,536784001.0,4105,41,Inversión,Centro de memoria histórica,Inclusión social y reconciliación,Fortalecimiento de la gestión y dirección del sector inclusión social y reconciliación,Intersubsectorial desarrollo social,Consolidacion de la plataforma tecnologica para la adecuada gestion de la informacion del centro nacional de memoria historica a nivel nacional,5 convergencia regional/e entidades públicas territoriales y nacionales fortalecidas
1,1,1,,3123464536.0,4201,42,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,Inteligencia,Gastos de personal,Planta de personal permanente,Salario,
1,1,2,,2876535464.0,4201,42,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,Inteligencia,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nomina,
3,3,1,999,3772292611.0,4201,42,Funcionamiento,Departamento administrativo dirección nacional de inteligencia,Inteligencia,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn
4201,100,7,20107d,1000000000.0,4201,42,Inversión,Departamento administrativo dirección nacional de inteligencia,Inteligencia,Desarrollo de inteligencia estratégica y contrainteligencia de estado,Intersubsectorial defensa y seguridad,Actualización de los servicios de tecnologías de la información y de las comunicaciones en materia de inteligencia estratégica a nivel nacional 2 seguridad humana y justicia social/ d inteligencia,Estratégica más efectiva. transparente y al servicio de la protección de la vida. derechos y libertades
4301,1604,13,20203b,92092959877.0,4301,43,Inversión,Ministerio del deporte,Deporte y recreación,"Fomento a la recreación, la actividad física y el deporte para desarrollar entornos de convivencia y paz",Recreación y deporte,Fortalecimiento del deporte y la educacion fisica de los ninos. ninas y adolescentes en etapa escolar nacional,2. seguridad humana y justicia social/ b. resignificación de la jornada escolar más que tiempo
4302,1604,26,20303e,40930204390.0,4301,43,Inversión,Ministerio del deporte,Deporte y recreación,Formación y preparación de deportistas,Recreación y deporte,Desarrollo del deporte olímpico. paralimpico y nivel mundial para el posicionamiento y liderazgo deportivo nacional,2 seguridad humana y justicia social e atletas y paratletas como embajadores de paz en el mundo
4302,1604,28,20303a,71627857681.0,4301,43,Inversión,Ministerio del deporte,Deporte y recreación,Formación y preparación de deportistas,Recreación y deporte,Apoyo de la infraestructura deportiva recreativa y de alta competencia en colombia nacional,2 seguridad humana y justicia social a democratizar el acceso de la población al deporte la recreación y la actividad física
4603,1500,1,702020,202000000000.0,4601,46,Inversión,Ministerio de igualdad y equidad,Igualdad y equidad,Cierre de brechas de desigualdad e inequidad para el goce efectivo de derechos fundamentales de los sujetos de especial protección constitucional,Intersubsectorial desarrollo social,Fortalecimiento de las acciones que garanticen el goce efectivo del derecho a la igualdad de los sujetos de especial protección a nivel nacional,7. actores diferenciales para el cambio /2 construccion de tejido social diverso con garantía de derechos y sin discriminacion
2,,,,151040651.0,4603,46,Funcionamiento,Instituto nacional para sordos (insor),Igualdad y equidad,Adquisición de bienes y servicios,,,
4601,1500,1,707010,286186893.0,4603,46,Inversión,Instituto nacional para sordos (insor),Igualdad y equidad,Cierre de brechas para el goce efectivo de derechos fundamentales de la población en condición de discapacidad sector igualdad y equidad,Intersubsectorial desarrollo social,Mejoramiento de herramientas y orientaciones para el acceso al goce efectivo de derechos de la población sorda nacional,7 actores diferenciales para el cambio /1. una gobernanza sólida para potenciar la garantia de derechos de la población con discapacidad
4601,1500,2,707010,58448983.0,4603,46,Inversión,Instituto nacional para sordos (insor),Igualdad y equidad,Cierre de brechas para el goce efectivo de derechos fundamentales de la población en condición de discapacidad sector igualdad y equidad,Intersubsectorial desarrollo social,Mejoramiento de los procesos de atención para el beneficio de las personas con discapacidad visual a nivel nacional,7. actores diferenciales para el cambio 1. una gobernanza sólida para potenciar la garantía de derechos de la población con discapacidad
4699,1500,1,707010,297670996.0,4603,46,Inversión,Instituto nacional para sordos (insor),Igualdad y equidad,Fortalecimiento de la gestión y dirección del sector igualdad y equidad,Intersubsectorial desarrollo social,Fortalecimiento de la gestión institucional del insor para la consecución de objetivos nacional,7 actores diferenciales para el cambio 1 una gobernanza sólida para potenciar la garantía de derechos de la población con discapacidad
4699,1500,2,707010,72546675.0,4603,46,Inversión,Instituto nacional para sordos (insor),Igualdad y equidad,Fortalecimiento de la gestión y dirección del sector igualdad y equidad,Intersubsectorial desarrollo social,Optimización de las capacidades institucionales para fortalecer la gestión de los procesos a nivel nacional,7 actores diferenciales para el cambio i una gobernanza sólida para potenciar la garantía de derechos de la población con discapacidad
4601,1500,2,707010,183129874.0,4604,46,Inversión,Instituto nacional para ciegos (inci),Igualdad y equidad,Cierre de brechas para el goce efectivo de derechos fundamentales de la población en condición de discapacidad sector igualdad y equidad,Intersubsectorial desarrollo social,Mejoramiento de los procesos de atención para el beneficio de las personas con discapacidad visual a nivel nacional,7. actores diferenciales para el cambio 1. una gobernanza sólida para potenciar la garantía de derechos de la población con discapacidad
